false_positive_rate,true_positive_rate,threshold
0.11527377521613832,0.7487487487487487,0.28125817
0.11527377521613832,0.7497497497497497,0.27964407
0.11815561959654179,0.7497497497497497,0.27711502
0.11815561959654179,0.7547547547547547,0.25808483
0.12103746397694524,0.7547547547547547,0.25788847
0.12103746397694524,0.7567567567567568,0.24948686
0.1239193083573487,0.7567567567567568,0.24844162
0.1239193083573487,0.7627627627627628,0.23312803
0.12968299711815562,0.7627627627627628,0.21914189
0.12968299711815562,0.7637637637637638,0.21591845
0.13256484149855907,0.7637637637637638,0.21092461
0.13256484149855907,0.7667667667667668,0.20374478
0.13544668587896252,0.7667667667667668,0.20256153
0.13544668587896252,0.7687687687687688,0.19716893
0.14121037463976946,0.7687687687687688,0.19132845
0.14121037463976946,0.7777777777777778,0.1653087
0.1440922190201729,0.7777777777777778,0.16495942
0.1440922190201729,0.7807807807807807,0.16346067
0.14697406340057637,0.7807807807807807,0.16319159
0.14697406340057637,0.7987987987987988,0.12209217
0.15273775216138327,0.7987987987987988,0.11669391
0.15273775216138327,0.8028028028028028,0.109529644
0.15561959654178675,0.8028028028028028,0.10905981
0.15561959654178675,0.8058058058058059,0.10723062
0.1585014409221902,0.8058058058058059,0.10592946
0.1585014409221902,0.8088088088088088,0.102669165
0.16138328530259366,0.8088088088088088,0.09783964
0.16138328530259366,0.8108108108108109,0.09661138
0.1642651296829971,0.8108108108108109,0.096577644
0.1642651296829971,0.8118118118118118,0.095831454
0.16714697406340057,0.8118118118118118,0.09537627
0.16714697406340057,0.8178178178178178,0.079751074
0.1729106628242075,0.8178178178178178,0.078521095
0.1729106628242075,0.8218218218218218,0.07598054
0.18155619596541786,0.8218218218218218,0.0690128
0.18155619596541786,0.8248248248248248,0.06578094
0.1844380403458213,0.8248248248248248,0.06535163
0.1844380403458213,0.8258258258258259,0.06446237
0.19020172910662825,0.8258258258258259,0.06416065
0.19020172910662825,0.8278278278278278,0.062161583
0.20461095100864554,0.8278278278278278,0.060448933
0.20461095100864554,0.8298298298298298,0.058674343
0.207492795389049,0.8298298298298298,0.058557723
0.207492795389049,0.8308308308308309,0.05744249
0.21037463976945245,0.8308308308308309,0.056927472
0.21037463976945245,0.8368368368368369,0.052734006
0.2132564841498559,0.8368368368368369,0.05253949
0.2132564841498559,0.8378378378378378,0.052076295
0.21613832853025935,0.8378378378378378,0.05128185
0.21613832853025935,0.8398398398398398,0.045801077
0.21902017291066284,0.8398398398398398,0.045721654
0.21902017291066284,0.8418418418418419,0.043938357
0.2219020172910663,0.8418418418418419,0.043764226
0.2219020172910663,0.8448448448448449,0.04186009
0.22478386167146974,0.8448448448448449,0.041255232
0.22478386167146974,0.8528528528528528,0.033877872
0.23054755043227665,0.8528528528528528,0.03359097
0.23054755043227665,0.8538538538538538,0.033538803
0.23631123919308358,0.8538538538538538,0.032244075
0.23631123919308358,0.8548548548548549,0.03222147
0.23919308357348704,0.8548548548548549,0.031531036
0.23919308357348704,0.8558558558558559,0.031249491
0.2420749279538905,0.8558558558558559,0.029693514
0.2420749279538905,0.8588588588588588,0.027552009
0.24495677233429394,0.8588588588588588,0.026757203
0.24495677233429394,0.8608608608608609,0.025723869
0.2478386167146974,0.8608608608608609,0.025197776
0.2478386167146974,0.8628628628628628,0.02450077
0.2507204610951009,0.8628628628628628,0.024016723
0.2507204610951009,0.8638638638638638,0.022564063
0.25936599423631124,0.8638638638638638,0.020218328
0.25936599423631124,0.8648648648648649,0.01995709
0.2622478386167147,0.8648648648648649,0.019650226
0.2622478386167147,0.8678678678678678,0.018270614
0.26512968299711814,0.8678678678678678,0.018108774
0.26512968299711814,0.8688688688688688,0.017438048
0.2680115273775216,0.8688688688688688,0.017334744
0.2680115273775216,0.8708708708708709,0.017203102
0.27089337175792505,0.8708708708708709,0.01685754
0.27089337175792505,0.8718718718718719,0.016723605
0.276657060518732,0.8718718718718719,0.016475413
0.276657060518732,0.8758758758758759,0.015405302
0.2824207492795389,0.8758758758758759,0.015118831
0.2824207492795389,0.8768768768768769,0.0148240635
